"May 20, Predicted 19th BEST:",,SPIRE,ECMWF,ECMWF,ECMWF,,,,,,,,,,,,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,6.34,,W29,4.8,,W29,100,,W29,4.24,,W29,5.38,,W29,2.1,
TPLM2,5.94,,TPLM2,11.35,,TPLM2,100,,TPLM2,10.1,,TPLM2,0.64,,TPLM2,0.9,
"Gooses Reef, MD",0.94,,"Gooses Reef, MD",2.3,,"Gooses Reef, MD",100,,"Gooses Reef, MD",1.18,,"Gooses Reef, MD",0.28,,"Gooses Reef, MD",1.7,
NHK,2.72,,NHK,11.5,,NHK,100,,NHK,1.2,,NHK,5.7,,NHK,14.5,
"Bishops Head, MD",5.94,,"Bishops Head, MD",11.35,,"Bishops Head, MD",100,,"Bishops Head, MD",10.1,,"Bishops Head, MD",0.64,,"Bishops Head, MD",0.9,
"Potomac, MD",1.54,,"Potomac, MD",2.3,,"Potomac, MD",100,,"Potomac, MD",1.32,,"Potomac, MD",2.06,,"Potomac, MD",1.4,
TGI,0.84,,TGI,2.9,,TGI,100,,TGI,0.8,,TGI,1.36,,TGI,1.1,
Rappahannock Light,3.32,,Rappahannock Light,5.85,,Rappahannock Light,100,,Rappahannock Light,4.22,,Rappahannock Light,2.12,,Rappahannock Light,0.7,
"Kiptopeke, VA",4.52,3.57%,"Kiptopeke, VA",7.15,6.61%,"Kiptopeke, VA",100,100.00%,"Kiptopeke, VA",2.4,3.95%,"Kiptopeke, VA",1.58,2.20%,"Kiptopeke, VA",9.8,3.68%
Chesapeake Bay,6.34,,Chesapeake Bay,4.8,,Chesapeake Bay,100,,Chesapeake Bay,4.24,,Chesapeake Bay,5.38,,Chesapeake Bay,2.1,
"Wachapreague, VA",7.36,,"Wachapreague, VA",4.55,,"Wachapreague, VA",100,,"Wachapreague, VA",6.78,,"Wachapreague, VA",2.64,,"Wachapreague, VA",0.4,
DELAWARE BAY 26,5.94,,DELAWARE BAY 26,11.35,,DELAWARE BAY 26,100,,DELAWARE BAY 26,10.1,,DELAWARE BAY 26,0.64,,DELAWARE BAY 26,0.9,
44066,5.94,6.40%,44066,11.35,8.01%,44066,100,100.00%,44066,10.1,7.81%,44066,0.64,2.33%,44066,0.9,1.08%
ATLANTICCITYINNJ,6.34,,ATLANTICCITYINNJ,4.8,,ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,4.24,,ATLANTICCITYINNJ,5.38,,ATLANTICCITYINNJ,2.1,
Texas Tower #4 - 75,7.36,,Texas Tower #4 - 75,4.55,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,6.78,,Texas Tower #4 - 75,2.64,,Texas Tower #4 - 75,0.4,
Nick,3.3,5.67%,Nick,1.4,3.58%,Nick,100,100.00%,Nick,1.54,4.19%,Nick,0.74,2.92%,Nick,4.7,2.40%
ISP,3.5,,ISP,5.05,,ISP,100,,ISP,5.76,,ISP,3.88,,ISP,0.6,
BLOCKISLANDRI,5.94,4.72%,BLOCKISLANDRI,11.35,8.20%,BLOCKISLANDRI,100,100.00%,BLOCKISLANDRI,10.1,7.93%,BLOCKISLANDRI,0.64,2.26%,BLOCKISLANDRI,0.9,0.75%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 23, Predicted 22nd BEST:",,SPIRE,SPIRE,SPIRE,SPIRE,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,4.17,,W29,10.12,,W29,7.93,,W29,8.57,,W29,5.82,,W29,5.9,
TPLM2,5.15,,TPLM2,1.5,,TPLM2,4.13,,TPLM2,2.33,,TPLM2,1.2,,TPLM2,5.87,
"Gooses Reef, MD",1.45,,"Gooses Reef, MD",0.57,,"Gooses Reef, MD",0.67,,"Gooses Reef, MD",0.67,,"Gooses Reef, MD",0.63,,"Gooses Reef, MD",1.77,
NHK,2.8,,NHK,7.4,,NHK,0.83,,NHK,1.55,,NHK,3.08,,NHK,2.3,
"Bishops Head, MD",5.15,,"Bishops Head, MD",1.5,,"Bishops Head, MD",4.13,,"Bishops Head, MD",2.33,,"Bishops Head, MD",1.2,,"Bishops Head, MD",5.87,
"Potomac, MD",2.27,,"Potomac, MD",0.95,,"Potomac, MD",1.32,,"Potomac, MD",1.88,,"Potomac, MD",1.48,,"Potomac, MD",0.23,
TGI,1.1,,TGI,0.32,,TGI,1.17,,TGI,1.53,,TGI,1.02,,TGI,1.87,
Rappahannock Light,2.42,,Rappahannock Light,6.42,,Rappahannock Light,6.07,,Rappahannock Light,9.87,,Rappahannock Light,4.35,,Rappahannock Light,4.1,
"Kiptopeke, VA",6.7,3.47%,"Kiptopeke, VA",6.78,3.95%,"Kiptopeke, VA",1.57,3.09%,"Kiptopeke, VA",2.57,3.48%,"Kiptopeke, VA",1.53,2.26%,"Kiptopeke, VA",1.97,3.32%
Chesapeake Bay,4.17,,Chesapeake Bay,10.12,,Chesapeake Bay,7.93,,Chesapeake Bay,8.57,,Chesapeake Bay,5.82,,Chesapeake Bay,5.9,
"Wachapreague, VA",3.2,,"Wachapreague, VA",8.65,,"Wachapreague, VA",2.5,,"Wachapreague, VA",0.28,,"Wachapreague, VA",2,,"Wachapreague, VA",13.67,
DELAWARE BAY 26,5.15,,DELAWARE BAY 26,1.5,,DELAWARE BAY 26,4.13,,DELAWARE BAY 26,2.33,,DELAWARE BAY 26,1.2,,DELAWARE BAY 26,5.87,
44066,5.15,4.42%,44066,1.5,5.44%,44066,4.13,4.67%,44066,2.33,3.38%,44066,1.2,2.56%,44066,5.87,7.83%
ATLANTICCITYINNJ,4.17,,ATLANTICCITYINNJ,10.12,,ATLANTICCITYINNJ,7.93,,ATLANTICCITYINNJ,8.57,,ATLANTICCITYINNJ,5.82,,ATLANTICCITYINNJ,5.9,
Texas Tower #4 - 75,3.2,,Texas Tower #4 - 75,8.65,,Texas Tower #4 - 75,2.5,,Texas Tower #4 - 75,0.28,,Texas Tower #4 - 75,2,,Texas Tower #4 - 75,13.67,
Nick,4.32,3.90%,Nick,1.12,6.63%,Nick,1.1,3.84%,Nick,2.37,3.74%,Nick,0.88,2.90%,Nick,1.8,7.12%
ISP,2.48,,ISP,9.13,,ISP,9.08,,ISP,10.1,,ISP,4.77,,ISP,4.9,
BLOCKISLANDRI,5.15,3.82%,BLOCKISLANDRI,1.5,5.32%,BLOCKISLANDRI,4.13,6.60%,BLOCKISLANDRI,2.33,6.22%,BLOCKISLANDRI,1.2,2.99%,BLOCKISLANDRI,5.87,5.39%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 24, Predicted 21nd BEST:",,GFS,ECMWF,PWE,PWE,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,2.03,,W29,0.5,,W29,4.56,,W29,3.55,,W29,1.73,,W29,6.62,
TPLM2,10.43,,TPLM2,5.85,,TPLM2,2.68,,TPLM2,6.18,,TPLM2,6.77,,TPLM2,7.13,
"Gooses Reef, MD",3.82,,"Gooses Reef, MD",7.2,,"Gooses Reef, MD",3.32,,"Gooses Reef, MD",2.32,,"Gooses Reef, MD",1.45,,"Gooses Reef, MD",2.8,
NHK,3.82,,NHK,19.15,,NHK,7.62,,NHK,2.77,,NHK,7.18,,NHK,7.66,
"Bishops Head, MD",10.43,,"Bishops Head, MD",5.85,,"Bishops Head, MD",2.68,,"Bishops Head, MD",6.18,,"Bishops Head, MD",6.77,,"Bishops Head, MD",7.13,
"Potomac, MD",5.4,,"Potomac, MD",2.88,,"Potomac, MD",4.02,,"Potomac, MD",2.72,,"Potomac, MD",7.37,,"Potomac, MD",5.46,
TGI,8.1,,TGI,8.83,,TGI,3.96,,TGI,4.8,,TGI,9.68,,TGI,6.44,
Rappahannock Light,0.6,,Rappahannock Light,9.5,,Rappahannock Light,5.76,,Rappahannock Light,2.65,,Rappahannock Light,0.53,,Rappahannock Light,4.72,
"Kiptopeke, VA",2.97,5.29%,"Kiptopeke, VA",9.38,7.68%,"Kiptopeke, VA",8.26,4.76%,"Kiptopeke, VA",4.43,3.96%,"Kiptopeke, VA",6.33,5.31%,"Kiptopeke, VA",4.48,5.83%
Chesapeake Bay,2.03,,Chesapeake Bay,0.5,,Chesapeake Bay,4.56,,Chesapeake Bay,3.55,,Chesapeake Bay,1.73,,Chesapeake Bay,6.62,
"Wachapreague, VA",15.78,,"Wachapreague, VA",4.83,,"Wachapreague, VA",6.26,,"Wachapreague, VA",11.63,,"Wachapreague, VA",7.43,,"Wachapreague, VA",7.84,
DELAWARE BAY 26,10.43,,DELAWARE BAY 26,5.85,,DELAWARE BAY 26,2.68,,DELAWARE BAY 26,6.18,,DELAWARE BAY 26,6.77,,DELAWARE BAY 26,7.13,
44066,10.43,9.67%,44066,5.85,4.26%,44066,2.68,4.05%,44066,6.18,6.89%,44066,6.77,5.68%,44066,7.13,7.18%
ATLANTICCITYINNJ,2.03,,ATLANTICCITYINNJ,0.5,,ATLANTICCITYINNJ,4.56,,ATLANTICCITYINNJ,3.55,,ATLANTICCITYINNJ,1.73,,ATLANTICCITYINNJ,6.62,
Texas Tower #4 - 75,15.78,,Texas Tower #4 - 75,4.83,,Texas Tower #4 - 75,6.26,,Texas Tower #4 - 75,11.63,,Texas Tower #4 - 75,7.43,,Texas Tower #4 - 75,7.84,
Nick,6.58,8.13%,Nick,4.28,3.20%,Nick,3.6,4.81%,Nick,1.05,5.41%,Nick,1.93,3.70%,Nick,2,5.49%
ISP,0.45,,ISP,1.35,,ISP,5.8,,ISP,4.27,,ISP,0.67,,ISP,6.82,
BLOCKISLANDRI,10.43,5.44%,BLOCKISLANDRI,5.85,3.60%,BLOCKISLANDRI,2.68,4.24%,BLOCKISLANDRI,6.18,5.23%,BLOCKISLANDRI,6.77,3.72%,BLOCKISLANDRI,7.13,6.98%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 24, Predicted 22nd BEST:",,SPIRE,SPIRE,SPIRE,SPIRE,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,0.16,,W29,2.17,,W29,7.28,,W29,1.84,,W29,0.68,,W29,2.4,
TPLM2,7.4,,TPLM2,3.08,,TPLM2,6.9,,TPLM2,2.2,,TPLM2,1.53,,TPLM2,7.45,
"Gooses Reef, MD",2.76,,"Gooses Reef, MD",3.1,,"Gooses Reef, MD",2.92,,"Gooses Reef, MD",1.8,,"Gooses Reef, MD",1.47,,"Gooses Reef, MD",1.02,
NHK,7.08,,NHK,17.38,,NHK,1.53,,NHK,13.7,,NHK,6.3,,NHK,4.8,
"Bishops Head, MD",7.4,,"Bishops Head, MD",3.08,,"Bishops Head, MD",6.9,,"Bishops Head, MD",2.2,,"Bishops Head, MD",1.53,,"Bishops Head, MD",7.45,
"Potomac, MD",3.62,,"Potomac, MD",1.68,,"Potomac, MD",2.38,,"Potomac, MD",3.1,,"Potomac, MD",5.47,,"Potomac, MD",5.07,
TGI,8.1,,TGI,4.92,,TGI,4.47,,TGI,2.82,,TGI,6.95,,TGI,6.3,
Rappahannock Light,1.86,,Rappahannock Light,7.58,,Rappahannock Light,4.15,,Rappahannock Light,3.24,,Rappahannock Light,1.07,,Rappahannock Light,3.27,
"Kiptopeke, VA",2.52,4.54%,"Kiptopeke, VA",11.62,6.07%,"Kiptopeke, VA",3.8,4.48%,"Kiptopeke, VA",4.72,3.96%,"Kiptopeke, VA",4.18,3.24%,"Kiptopeke, VA",3.52,4.59%
Chesapeake Bay,0.16,,Chesapeake Bay,2.17,,Chesapeake Bay,7.28,,Chesapeake Bay,1.84,,Chesapeake Bay,0.68,,Chesapeake Bay,2.4,
"Wachapreague, VA",14.4,,"Wachapreague, VA",3.43,,"Wachapreague, VA",1.02,,"Wachapreague, VA",1.3,,"Wachapreague, VA",2.82,,"Wachapreague, VA",13.45,
DELAWARE BAY 26,7.4,,DELAWARE BAY 26,3.08,,DELAWARE BAY 26,6.9,,DELAWARE BAY 26,2.2,,DELAWARE BAY 26,1.53,,DELAWARE BAY 26,7.45,
44066,7.4,7.34%,44066,3.08,2.94%,44066,6.9,5.53%,44066,2.2,1.88%,44066,1.53,1.64%,44066,7.45,7.69%
ATLANTICCITYINNJ,0.16,,ATLANTICCITYINNJ,2.17,,ATLANTICCITYINNJ,7.28,,ATLANTICCITYINNJ,1.84,,ATLANTICCITYINNJ,0.68,,ATLANTICCITYINNJ,2.4,
Texas Tower #4 - 75,14.4,,Texas Tower #4 - 75,3.43,,Texas Tower #4 - 75,1.02,,Texas Tower #4 - 75,1.3,,Texas Tower #4 - 75,2.82,,Texas Tower #4 - 75,13.45,
Nick,4.6,6.39%,Nick,5.68,3.76%,Nick,0.57,2.96%,Nick,2.14,1.76%,Nick,0.63,1.38%,Nick,0.63,5.49%
ISP,0.74,,ISP,3.08,,ISP,8.6,,ISP,2.12,,ISP,0.85,,ISP,1.08,
BLOCKISLANDRI,7.4,4.07%,BLOCKISLANDRI,2.8,2.94%,BLOCKISLANDRI,6.9,7.75%,BLOCKISLANDRI,2.2,2.16%,BLOCKISLANDRI,1.53,1.19%,BLOCKISLANDRI,7.45,4.27%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 24, Predicted 23nd BEST:",,ECMWF,ECMWF,ECMWF,ECMWF,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,2.48,,W29,9.5,,W29,0.77,,W29,5.42,,W29,6.6,,W29,1.12,
TPLM2,1.73,,TPLM2,6.6,,TPLM2,1.05,,TPLM2,2.08,,TPLM2,7.03,,TPLM2,4.98,
"Gooses Reef, MD",1.18,,"Gooses Reef, MD",5.38,,"Gooses Reef, MD",2.03,,"Gooses Reef, MD",1.83,,"Gooses Reef, MD",1.63,,"Gooses Reef, MD",1.65,
NHK,3.57,,NHK,8.95,,NHK,3.22,,NHK,2.97,,NHK,5.62,,NHK,2.95,
"Bishops Head, MD",1.73,,"Bishops Head, MD",6.6,,"Bishops Head, MD",1.05,,"Bishops Head, MD",2.08,,"Bishops Head, MD",7.03,,"Bishops Head, MD",4.98,
"Potomac, MD",3.67,,"Potomac, MD",5.38,,"Potomac, MD",2.63,,"Potomac, MD",1.58,,"Potomac, MD",3.77,,"Potomac, MD",3.47,
TGI,8.62,,TGI,5.83,,TGI,3.98,,TGI,3.7,,TGI,5.5,,TGI,4.95,
Rappahannock Light,2.42,,Rappahannock Light,6.42,,Rappahannock Light,0.82,,Rappahannock Light,3.8,,Rappahannock Light,6.6,,Rappahannock Light,1.93,
"Kiptopeke, VA",3.28,3.19%,"Kiptopeke, VA",1.5,6.24%,"Kiptopeke, VA",1.15,1.86%,"Kiptopeke, VA",2.68,2.90%,"Kiptopeke, VA",1.33,5.01%,"Kiptopeke, VA",1.28,3.03%
Chesapeake Bay,2.48,,Chesapeake Bay,9.5,,Chesapeake Bay,0.77,,Chesapeake Bay,5.42,,Chesapeake Bay,6.6,,Chesapeake Bay,1.12,
"Wachapreague, VA",2.45,,"Wachapreague, VA",4.7,,"Wachapreague, VA",1.43,,"Wachapreague, VA",2.4,,"Wachapreague, VA",9.75,,"Wachapreague, VA",1.57,
DELAWARE BAY 26,1.73,,DELAWARE BAY 26,6.6,,DELAWARE BAY 26,1.05,,DELAWARE BAY 26,2.08,,DELAWARE BAY 26,7.03,,DELAWARE BAY 26,4.98,
44066,1.73,2.10%,44066,6.6,6.85%,44066,1.05,1.08%,44066,2.08,3.00%,44066,7.03,7.60%,44066,4.98,3.16%
ATLANTICCITYINNJ,2.48,,ATLANTICCITYINNJ,9.5,,ATLANTICCITYINNJ,0.77,,ATLANTICCITYINNJ,5.42,,ATLANTICCITYINNJ,6.6,,ATLANTICCITYINNJ,1.12,
Texas Tower #4 - 75,2.45,,Texas Tower #4 - 75,4.7,,Texas Tower #4 - 75,1.43,,Texas Tower #4 - 75,2.4,,Texas Tower #4 - 75,9.75,,Texas Tower #4 - 75,1.57,
Nick,3.47,2.80%,Nick,9.23,7.81%,Nick,0.78,0.99%,Nick,1.22,3.01%,Nick,0.75,5.70%,Nick,1.42,1.37%
ISP,4.62,,ISP,6.6,,ISP,1.07,,ISP,5.35,,ISP,5.33,,ISP,2.28,
BLOCKISLANDRI,1.73,3.18%,BLOCKISLANDRI,6.24,6.42%,BLOCKISLANDRI,1.05,1.06%,BLOCKISLANDRI,2.08,3.72%,BLOCKISLANDRI,7.03,6.18%,BLOCKISLANDRI,4.98,3.63%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 25, Predicted 22nd BEST:",,SPIRE,PWE,ECMWF,ECMWF,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,6.9,,W29,3.35,,W29,7.37,,W29,7.77,,W29,4.62,,W29,1.32,
TPLM2,3.46,,TPLM2,2.65,,TPLM2,6.33,,TPLM2,3.82,,TPLM2,2.27,,TPLM2,11.78,
"Gooses Reef, MD",3.54,,"Gooses Reef, MD",13.82,,"Gooses Reef, MD",6.52,,"Gooses Reef, MD",6.63,,"Gooses Reef, MD",3.63,,"Gooses Reef, MD",3.77,
NHK,10.66,,NHK,11.25,,NHK,2.58,,NHK,4.02,,NHK,3.1,,NHK,10.32,
"Bishops Head, MD",3.46,,"Bishops Head, MD",2.65,,"Bishops Head, MD",3.32,,"Bishops Head, MD",3.82,,"Bishops Head, MD",3.75,,"Bishops Head, MD",11.78,
"Potomac, MD",5.14,,"Potomac, MD",14.27,,"Potomac, MD",8.03,,"Potomac, MD",6.88,,"Potomac, MD",2.98,,"Potomac, MD",2.17,
TGI,4.3,,TGI,16.05,,TGI,7.38,,TGI,8.13,,TGI,2.48,,TGI,3.45,
Rappahannock Light,2.78,,Rappahannock Light,2.57,,Rappahannock Light,7.37,,Rappahannock Light,9.37,,Rappahannock Light,5.9,,Rappahannock Light,9.33,
"Kiptopeke, VA",3.36,4.84%,"Kiptopeke, VA",5.82,8.05%,"Kiptopeke, VA",13.27,6.91%,"Kiptopeke, VA",2.72,5.91%,"Kiptopeke, VA",4.32,3.67%,"Kiptopeke, VA",7.97,6.88%
Chesapeake Bay,6.9,,Chesapeake Bay,3.35,,Chesapeake Bay,7.37,,Chesapeake Bay,7.77,,Chesapeake Bay,4.32,,Chesapeake Bay,1.32,
"Wachapreague, VA",4.56,,"Wachapreague, VA",4.72,,"Wachapreague, VA",13.27,,"Wachapreague, VA",6.18,,"Wachapreague, VA",4.32,,"Wachapreague, VA",6.4,
DELAWARE BAY 26,3.46,,DELAWARE BAY 26,2.65,,DELAWARE BAY 26,2.55,,DELAWARE BAY 26,3.82,,DELAWARE BAY 26,9,,DELAWARE BAY 26,11.78,
44066,3.46,4.60%,44066,2.65,3.34%,44066,7.05,7.56%,44066,3.82,5.40%,44066,9,6.66%,44066,11.78,7.82%
ATLANTICCITYINNJ,6.9,,ATLANTICCITYINNJ,3.35,,ATLANTICCITYINNJ,1.33,,ATLANTICCITYINNJ,7.77,,ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,1.32,
Texas Tower #4 - 75,4.56,,Texas Tower #4 - 75,4.72,,Texas Tower #4 - 75,1.33,,Texas Tower #4 - 75,6.18,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,6.4,
Nick,5.22,5.56%,Nick,6.83,4.97%,Nick,1.33,1.33%,Nick,1.42,5.12%,Nick,100,100.00%,Nick,1.9,3.21%
ISP,5.7,,ISP,10.1,,ISP,1.33,,ISP,9.4,,ISP,100,,ISP,4.02,
BLOCKISLANDRI,3.46,4.58%,BLOCKISLANDRI,2.65,6.38%,BLOCKISLANDRI,1.33,1.33%,BLOCKISLANDRI,3.82,6.61%,BLOCKISLANDRI,100,100.00%,BLOCKISLANDRI,11.78,7.90%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 25, Predicted 23nd BEST:",,GFS,SPIRE,UKMO,GFS,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,100,,W29,2.7,,W29,6.5,,W29,5.52,,W29,3.64,,W29,2.65,
TPLM2,100,,TPLM2,4.18,,TPLM2,5.88,,TPLM2,3.17,,TPLM2,4.14,,TPLM2,9.58,
"Gooses Reef, MD",100,,"Gooses Reef, MD",2.67,,"Gooses Reef, MD",7.88,,"Gooses Reef, MD",3.23,,"Gooses Reef, MD",6.8,,"Gooses Reef, MD",4,
NHK,100,,NHK,2.48,,NHK,1.43,,NHK,6.48,,NHK,2.82,,NHK,5.4,
"Bishops Head, MD",100,,"Bishops Head, MD",4.18,,"Bishops Head, MD",5.88,,"Bishops Head, MD",3.17,,"Bishops Head, MD",3.74,,"Bishops Head, MD",9.58,
"Potomac, MD",100,,"Potomac, MD",3.2,,"Potomac, MD",2.15,,"Potomac, MD",2.2,,"Potomac, MD",3.72,,"Potomac, MD",2.35,
TGI,100,,TGI,4.35,,TGI,2.18,,TGI,2.67,,TGI,7.66,,TGI,3.62,
Rappahannock Light,100,,Rappahannock Light,3.8,,Rappahannock Light,2.62,,Rappahannock Light,1.17,,Rappahannock Light,3.64,,Rappahannock Light,1.75,
"Kiptopeke, VA",100,100.00%,"Kiptopeke, VA",4.38,3.55%,"Kiptopeke, VA",0.88,3.93%,"Kiptopeke, VA",3.43,3.45%,"Kiptopeke, VA",3.64,4.42%,"Kiptopeke, VA",1.25,4.46%
Chesapeake Bay,100,,Chesapeake Bay,2.7,,Chesapeake Bay,6.5,,Chesapeake Bay,5.52,,Chesapeake Bay,2,,Chesapeake Bay,2.65,
"Wachapreague, VA",100,,"Wachapreague, VA",3.77,,"Wachapreague, VA",11.12,,"Wachapreague, VA",3.53,,"Wachapreague, VA",4.76,,"Wachapreague, VA",5.83,
DELAWARE BAY 26,100,,DELAWARE BAY 26,4.18,,DELAWARE BAY 26,5.88,,DELAWARE BAY 26,3.17,,DELAWARE BAY 26,2.4,,DELAWARE BAY 26,9.58,
44066,100,100.00%,44066,4.18,3.71%,44066,5.88,7.35%,44066,3.17,3.85%,44066,2.4,2.89%,44066,9.58,6.91%
ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,2.7,,ATLANTICCITYINNJ,6.5,,ATLANTICCITYINNJ,5.52,,ATLANTICCITYINNJ,100,,ATLANTICCITYINNJ,2.65,
Texas Tower #4 - 75,100,,Texas Tower #4 - 75,3.77,,Texas Tower #4 - 75,11.12,,Texas Tower #4 - 75,3.53,,Texas Tower #4 - 75,100,,Texas Tower #4 - 75,5.83,
Nick,100,100.00%,Nick,3.52,3.33%,Nick,1.6,6.41%,Nick,1.98,3.68%,Nick,100,100.00%,Nick,0.45,2.98%
ISP,100,,ISP,6.83,,ISP,7.32,,ISP,5.04,,ISP,100,,ISP,2.67,
BLOCKISLANDRI,100,100.00%,BLOCKISLANDRI,4.18,5.51%,BLOCKISLANDRI,5.88,6.60%,BLOCKISLANDRI,3.17,4.11%,BLOCKISLANDRI,100,100.00%,BLOCKISLANDRI,9.58,6.13%
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
"May 25, Predicted 24nd BEST:",,PWG,PWG,ECMWF,PWG,,,,,,,,,,,,
PWG,AVARAGE,,PWE,AVARAGE,,ECMWF,AVARAGE,,GFS,AVARAGE,,SPIRE,AVARAGE,,UKMO,AVARAGE,
Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,,Center Name/ Time,,
W29,2.06,,W29,2.35,,W29,3.33,,W29,5.46,,W29,4.15,,W29,4.15,
